,Unnamed: 0,Comments,Sac_score,sentiment,Emotions,Emotions_label,Emoji_name,emojis
3868,3868, waitthere is a museum of ice cream  😲,0,-1,joy,2,{'ASTONISHED FACE': 1},😲
3869,3869,jrozay23 yes onika still the queen tryna find her princess her name still ringing bells  😜,1,1,joy,2,{'winking face with tongue': 1},😜
3870,3870,happy birthday party hard  😜,1,1,joy,2,{'winking face with tongue': 1},😜
3871,3871,abt to go hide in my room im so tired 😭,0,-1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
3872,3872, thats hot i would love to have a cockoutwalk with u  😜,1,-1,love,3,{'winking face with tongue': 1},😜
3873,3873, yes it s exactly like his personality ugh i m so glad he s having such a great time here in america  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
3874,3874, i m so repulsed throw the whole thanksgiving away  😡,0,1,anger,4,{'POUTING FACE': 1},😡
3875,3875, sjw pandering game how dare people get representation  😡,0,0,anger,4,{'POUTING FACE': 1},😡
3876,3876, gotttt daym my girl is beautiful  😍,0,0,joy,2,{'smiling face with heart-eyes': 1},😍
3877,3877, ur so good to me and u give great uplifting advice andy yeah i m working on balancing it bc sometimes we forget  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
3878,3878,i hate nothing more than a nigga that talk to me like i need him  😕,0,-1,anger,4,{'CONFUSED FACE': 1},😕
3879,3879,amienah i know you ll get confused  😜,1,1,fear,5,{'winking face with tongue': 1},😜
3880,3880,0marcella lets have a night out  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3881,3881,4am4am i used to work at starbucks thats the only reason why i know  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3882,3882,and i aint tryna pay extra for shipping  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
3883,3883,make that money sis  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3884,3884,5 years ago most people rejected what i had to offer  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3885,3885, its impossible  😡,0,1,sadness,1,{'POUTING FACE': 1},😡
3886,3886, dalhan kita bigas ill lick your pits  😗😜,1,-1,anger,4,"{'KISSING FACE': 1, 'winking face with tongue': 1}",😗😜
3887,3887, never been  😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
3888,3888,im pretty sure im gonna want to smack john beside the head  😡,0,-1,joy,2,{'POUTING FACE': 1},😡
3889,3889,i m ready to change my nipple rings but i m scared them hoes gone close up  😕,0,0,fear,5,{'CONFUSED FACE': 1},😕
3890,3890,19aguppy remember when we tried to make ang and chan date for two second so we could say they dated 19rybriggs  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3891,3891,all these heavy hitters and lol this could be another mount rushmore  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3892,3892,and again i hit tf outta a pothole honestly didn t see it  😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
3893,3893,absolutely loved watching her on touched by an angel  😭,0,-1,love,3,{'LOUDLY CRYING FACE': 1},😭
3894,3894,here it is very fresh minecraft 112 ep36s1 raining iron smallyoutuber freetimescout shoutouts3 😜,1,0,joy,2,{'winking face with tongue': 1},😜
3895,3895,all about that advocacy amp then sum  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3896,3896,bitch you asf kaaydaddy  😭,0,-1,anger,4,{'LOUDLY CRYING FACE': 1},😭
3897,3897, the real kids emotion  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
3898,3898,i hate when people are home cause that means i actually have to have pants on  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
3899,3899,i wish i knew your intentions  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
3900,3900,in need of something different  😕,0,0,fear,5,{'CONFUSED FACE': 1},😕
3901,3901,05mtw very much so  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3902,3902, so offended by this post  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3903,3903,1989 really fucking won over tpab lmfaoooooooooo 😭,0,1,joy,2,{'LOUDLY CRYING FACE': 1},😭
3904,3904,amir khan you re a pro boxer you shouldn t be scared of anything in the jungle imaceleb 😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
3905,3905, why can t i get black fridays deals online when you advertise you can  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
3906,3906,missing out on the best  😍,0,-1,sadness,1,{'smiling face with heart-eyes': 1},😍
3907,3907, i was your 1000 keep grinding or get get blocked simple  😂,0,0,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
3908,3908,is it that time of the year where everyone must fall sick  😕,0,-1,sadness,1,{'CONFUSED FACE': 1},😕
3909,3909,i fall too fast e 😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
3910,3910,as if she didnt already know cant wait  😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
3911,3911, i was there olderthanilook  😜,1,0,anger,4,{'winking face with tongue': 1},😜
3912,3912,happy hunting  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3913,3913, look at you being helpful  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3914,3914,all i want for christmas  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3915,3915,always quarter to crying when i listen to it  😭,0,1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
3916,3916,i thought wcw meant you were supposed to tweet out a woman who was crushin it  😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
3917,3917,all i have is the karabin left this one might take a while  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3918,3918, my god you ve got a knack with words that s for sure  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3919,3919, hahahahaha i dont know why i did that all i know it was fun lets do a sushi meet up soon 😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3920,3920,blowed asf i missed my dawgs call 2 times  😭,0,0,sadness,1,{'LOUDLY CRYING FACE': 1},😭
3921,3921, now if they would all just learn about lighttherapy wanna help ohand  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3922,3922,that toff on imaceleb is doing my head in talk about making someone feel bad  😡,0,0,sadness,1,{'POUTING FACE': 1},😡
3923,3923,i love watching extraction videos but i can t help but wonder how these people end up with skin bad enough to need all that  😕,0,0,fear,5,{'CONFUSED FACE': 1},😕
3924,3924, his face at the end when she touched his man oh its just told us everything i posessive boyfriend  ❤😏,0,0,anger,4,"{'red heart': 1, 'SMIRKING FACE': 1}",❤😏
3925,3925,footballs he will toss them out of helicopter as he surely believes they can fly wkrp  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3926,3926,shattered just laid flooring spent hours sawing bloody door frames etc necks killing  😡,0,1,anger,4,{'POUTING FACE': 1},😡
3927,3927,am i bugging or is this the one on broad street  😭,0,1,fear,5,{'LOUDLY CRYING FACE': 1},😭
3928,3928,about three yrs difference my face is still the same makes me miss summer 284 ppl watched thoughts on lil peep  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3929,3929,got a parking ticket 45 minutes before my parking meter expire mmmm whats up with these offices just want to take your money  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
3930,3930,i haven t seen her today  😕,0,1,fear,5,{'CONFUSED FACE': 1},😕
3931,3931,24hourstoner i know it was a joke  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3932,3932,it was a nice enough flight i guess i dont have much to say about it beyond that  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3933,3933,absc09 girl yes i m looking forward to it 😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3934,3934,kind of don t wanna go to work  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
3935,3935,boosters  😡,0,0,joy,2,{'POUTING FACE': 1},😡
3936,3936,i want to go christmas shopping but i don t want to go by myself  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
3937,3937,crazy sexy cool charminaenicole  💋😜😎,1,0,joy,2,"{'KISS MARK': 1, 'winking face with tongue': 1, 'SMILING FACE WITH SUNGLASSES': 1}",💋😜😎
3938,3938,i hate where my boyfriend works because i know there s a bunch of lil hoes tryna talk to him to pass the time  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
3939,3939,i m slacking i gotta get back on my shit 😕,0,-1,sadness,1,{'CONFUSED FACE': 1},😕
3940,3940,blended yessss lord it s looking more and more like i t honestlyyy  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
3941,3941,2 scoops already they are so whipped  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3942,3942,bighit looks like theyre handing out some awards at the bts show  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
3943,3943,if you weren t aware the cannabis pirate has been removing cannabis events from eventbrite so now you can get yo  😡,0,-1,fear,5,{'POUTING FACE': 1},😡
3944,3944,damnn i m getting transferred  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
3945,3945,a body could rust on a diet of lust is it wrong that i saw these pillows while shopping with my wife and immediately thought of im always hungry is no one else is our kinda gal imaceleb  😜,1,0,anger,4,{'winking face with tongue': 2},😜
3946,3946,sark lol im home and shes making me dinner  😜,1,1,joy,2,{'winking face with tongue': 1},😜
3947,3947,so many monsters  😡,0,1,fear,5,{'POUTING FACE': 1},😡
3948,3948,star city with fam was really worth it thank you so much papa g for this amazing day aalis  ❤🙏,0,1,joy,2,"{'red heart': 1, 'folded hands': 1}",❤🙏
3949,3949,all of the anti junkie cult throwing a bash rn  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3950,3950,i m so irritated about the fact i paid my nordstrom bill twice this month cause of that automatic payment crap i want my 100 back 😡,0,-1,anger,4,{'POUTING FACE': 1},😡
3951,3951,about to cry myself to sleep  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
3952,3952,atleast i tried ungrateful  😭,0,-1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
3953,3953, and all his new bitches  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
3954,3954, if hes bringing me espresso in bed even better  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3955,3955,a nigga is always gonna be a plus for me she be speaking fuckin facts  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
3956,3956, bgwenie66 well the no comment says it all rextillerson boughtandpresentedbyputininc destroying the  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
3957,3957, well i don t care  😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3958,3958,100 want jack to win already imaceleb junglejack 😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3959,3959, in need of some music  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
3960,3960, r69 my bike is safe inside my garage dont tell the thieves though  😜,1,1,joy,2,{'winking face with tongue': 1},😜
3961,3961,a boogie can just talk nonsense on a track and ima still love it  😭,0,1,anger,4,{'LOUDLY CRYING FACE': 1},😭
3962,3962,parchment would be down when im trying to get my life together  😡,0,0,fear,5,{'POUTING FACE': 1},😡
3963,3963, if they wasnt something would be wrong lmao gadda love um hahah 😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3964,3964,rotten tomatoes is dead website to me never will i trust their scores ever again  😡,0,0,sadness,1,{'POUTING FACE': 1},😡
3965,3965,come give me a real one to suck on  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3966,3966, yes i started the year obsessed with makeup and trying to become a guru it didnt pan out  😕,0,1,joy,2,{'CONFUSED FACE': 1},😕
3967,3967,100 yard int return and not a td  😂,0,1,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
3968,3968,amas tracee girl chill dang  😡,0,0,joy,2,{'POUTING FACE': 1},😡
3969,3969,4 job interviews tomorrow wish me luck  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3970,3970,i just wonna be cuddled up  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
3971,3971, yours are pretty good tbh  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3972,3972,arggghh  😡,0,0,fear,5,{'POUTING FACE': 2},😡
3973,3973,im a loyal gentleman around jhb dm me if you down  😜,1,1,love,3,{'winking face with tongue': 1},😜
3974,3974, how do i get my next day delivery charge back as my parcel hasn t arrived amp won t reply to any of my tweets  😡,0,0,anger,4,{'POUTING FACE': 1},😡
3975,3975,i think it s really rude that i found some of my favorite people in the world during college which is such a short part of my life  😡,0,0,anger,4,{'POUTING FACE': 1},😡
3976,3976, build the wall asap  😡,0,-1,fear,5,{'POUTING FACE': 1},😡
3977,3977, holy shit i thought you were gone  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3978,3978,2016 2017 sasha wasnt ready for survivorseries  😂,0,0,fear,5,{'FACE WITH TEARS OF JOY': 1},😂
3979,3979, ach i dont get it because google isnt offering to translate  😕,0,0,fear,5,{'CONFUSED FACE': 1},😕
3980,3980,this has got me fuming is there a citing commission during autumn internationals scovnzl  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
3981,3981,all i see is bts fans  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3982,3982,literally right nowkcom  😡,0,0,anger,4,{'POUTING FACE': 1},😡
3983,3983,just looked at the final score to the packers game brett hundley is appropriate i guess  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
3984,3984, you can actually see the black heads coming out  😲,0,0,anger,4,{'ASTONISHED FACE': 1},😲
3985,3985,amir khan thinks hes bad cos hes a boxer hes a pussy man id be embarrassed  😭,0,-1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
3986,3986,i just really be on a whole different level than niggas my age  😕,0,1,joy,2,{'CONFUSED FACE': 1},😕
3987,3987,twt please remember vote for bts in mama awards  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3988,3988, mueller is getting closet  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 3},😂
3989,3989, cab what south or north dave will do a poll  😜,1,1,anger,4,{'winking face with tongue': 1},😜
3990,3990, 2017 ladies and gents  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3991,3991, do you miss me bc i miss you so much  😭,0,1,sadness,1,{'LOUDLY CRYING FACE': 1},😭
3992,3992,i m about to fall asleep  😕,0,-1,fear,5,{'CONFUSED FACE': 1},😕
3993,3993,1120 i was scrollin on your profile but happy birthday sis miss and love you  😂😘,0,-1,joy,2,"{'FACE WITH TEARS OF JOY': 1, 'face blowing a kiss': 1}",😂😘
3994,3994,i know you think that its my fault were fallin off  😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
3995,3995, youve gone too far 😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
3996,3996,ive convinced my mom to watch the amas with me  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3997,3997,lutz looks like i have another book to read  😜,1,0,joy,2,{'winking face with tongue': 1},😜
3998,3998,1blesseddancer i did man i m trynna do right by you son  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
3999,3999,outrageous decision of course animals feel pain i cant believe this govt is so arrogant n scared of defeat tha  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
4000,4000,50shadesofread buy tree scented candles and call it a day  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
4001,4001,miss intercontinental 2017 was moved january 10th to 26th in hurghada red sea egypt thank you lord 1st inter  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
4002,4002, freak overlord no idea why you tag me  😜,1,-1,fear,5,{'winking face with tongue': 1},😜
4003,4003,haven t talk to my older brothers in a while i miss them  😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
4004,4004,and then they tag you  😭,0,-1,fear,5,{'LOUDLY CRYING FACE': 1},😭
4005,4005, why tf do you keep freezing every time i wana take a video  😡,0,-1,fear,5,{'POUTING FACE': 1},😡
4006,4006,i m excited but lord imma hate moving all this stuff  😡,0,-1,joy,2,{'POUTING FACE': 1},😡
4007,4007,2 hour fan made trailer  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
4008,4008,this is how people get hurt when your in the stand hunting  😡,0,-1,sadness,1,{'POUTING FACE': 1},😡
4009,4009,i knew this was a good looking snowman  😜,1,0,joy,2,{'winking face with tongue': 1},😜
4010,4010,19hunnit my nigga said wholesome  😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4011,4011,i m offended  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
4012,4012,make your night rides more exiting whit this luminous led mask at 50 off and express yourself trying to watch imacelebrity in peace and people talking whilst its on but did you mom have to pay someone to watch you lol im about to be up practicing for the next 4 days the preparation part is a bummerreally 590catherine deluded tee lolol you right at this point the only thing is they dont stay little for long i am tired of no troopers around due to the insane drivers 1andonlycrumz yea y all are terrible almost like when you leave the beach amp you still got that lil ocean sensation 4 days away from england and my english deteriorates on this list to be listed on this list is lovely yep getting called out by the broncos with having a false story on dt your play benjamini really want a puppy oh no we recommend trying if that doesnt fix it 😇😕😡💀😂😭😜,1,0,joy,2,"{'SMILING FACE WITH HALO': 1, 'CONFUSED FACE': 2, 'POUTING FACE': 1, 'SKULL': 1, 'FACE WITH TEARS OF JOY': 1, 'LOUDLY CRYING FACE': 2, 'winking face with tongue': 2}",😇😕😡💀😂😭😜
4013,4013, i mean i dont get it didnt nicki congratulate her on her success they still mad  😕,0,1,anger,4,{'CONFUSED FACE': 1},😕
4014,4014,80s tom cruise is my favorite  😎,1,0,joy,2,{'SMILING FACE WITH SUNGLASSES': 1},😎
4015,4015,legos right chloe should just be herself rt damn chloe sucks chloedoeslucifer lucifer  😕,0,1,joy,2,{'CONFUSED FACE': 1},😕
4016,4016, lmaoooooo jokes on you  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
4017,4017,raw teamred teamraw vs sdlive teamblue teamsmackdown  🔴❤💙🔵,0,0,anger,4,"{'red circle': 1, 'red heart': 1, 'BLUE HEART': 1, 'blue circle': 1}",🔴❤💙🔵
4018,4018, she is too much  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
4019,4019,all sam and i do is talk about christmas movies but they are so good  💛😭,0,-1,joy,2,"{'YELLOW HEART': 1, 'LOUDLY CRYING FACE': 1}",💛😭
4020,4020, creepy alabama mall rat over country  🐀😡,0,-1,fear,5,"{'RAT': 1, 'POUTING FACE': 1}",🐀😡
4021,4021,0412afrxn lmao ikr what are we potato like them uh ratmys should say something that can be understood 😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 3},😂
4022,4022,5 interceptions in the first half of your nfl debut imagine that  😭,0,0,fear,5,{'LOUDLY CRYING FACE': 1},😭
4023,4023,i fucking hate that joke check urself if u ever say that shit  😡,0,0,anger,4,{'POUTING FACE': 1},😡
4024,4024,amp today i am sadmadshhhmadhappywhatthefuckwhyamistillupsetaboutthishhhungry  😡,0,1,sadness,1,{'POUTING FACE': 1},😡
4025,4025,all i ever wanted was somebody who let me be mad till im over it  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
4026,4026,2manyshoes he s still calling the dumbest plays  😂,0,1,sadness,1,{'FACE WITH TEARS OF JOY': 1},😂
4027,4027, en they re not going to  😡,0,0,fear,5,{'POUTING FACE': 1},😡
4028,4028,guess the usa arent the only ones to give up on experts missing you girls so much 3000dayswithfx it never fucking stops 745 hellas verona v bologna fc 😭💜,0,1,sadness,1,"{'LOUDLY CRYING FACE': 1, 'PURPLE HEART': 1}",😭💜
4029,4029,2manybeautiful first time laughing listing omc donghae looks so done while heechul and leeteuk being emo af 😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4030,4030, isn t it the best feeling  😜,1,-1,joy,2,{'winking face with tongue': 1},😜
4031,4031,i already know that won t follow me it s cause i m not made of pizza sorry mom is this why we cant have nice things  😕🍕,0,0,joy,2,"{'CONFUSED FACE': 1, 'pizza': 1}",😕🍕
4032,4032,as if ive been put on antibiotics the week of and bday sober nights for me lol 😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
4033,4033,if yall not broke why yall always have 20 tweets deep about this food topic all the time  😕,0,0,sadness,1,{'CONFUSED FACE': 1},😕
4034,4034,38 billion to appease europe not very strong or stable that brexit 😳,0,0,joy,2,{'FLUSHED FACE': 1},😳
4035,4035,im scared arent you scared  😕,0,-1,fear,5,{'CONFUSED FACE': 1},😕
4036,4036,krasnodar lt isis coward daesh terror propaganda pls suspend rapidly  😡,0,0,anger,4,{'POUTING FACE': 1},😡
4037,4037,a sweet jj came today  😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
4038,4038,also have already taken photos of bts to remember this moment im so excited for americas reaction to their performance btsxamas 😭,0,0,joy,2,{'LOUDLY CRYING FACE': 1},😭
4039,4039, hes got some girth too  😜,1,0,joy,2,{'winking face with tongue': 1},😜
4040,4040, wheaton s law look it up  😜,1,-1,anger,4,{'winking face with tongue': 1},😜
4041,4041, used textbooks save up to 90 6894311 😭❤😜🙍,1,-1,fear,5,"{'LOUDLY CRYING FACE': 1, 'red heart': 3, 'winking face with tongue': 1, 'PERSON FROWNING': 3}",😭❤😜🙍
4042,4042,btsxamas amas staying up to watch the performance uk times suck  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
4043,4043,lol i told this girl don t get me started and she did now she got me in my feelings  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
4044,4044, kitty i am truly sorry for your loss hugs 😕,0,0,sadness,1,{'CONFUSED FACE': 1},😕
4045,4045,soooo wrong on sooo many levels  😡,0,0,anger,4,{'POUTING FACE': 1},😡
4046,4046,8teenarreaga i sent him a super sappy one friday night and i ve got nothing back  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4047,4047,anal abella danger submit to a rough ass fucking anal  ✨😜🍑,1,0,anger,4,"{'SPARKLES': 1, 'winking face with tongue': 1, 'PEACH': 1}",✨😜🍑
4048,4048,still waiting for the design your own tshirt from  😡,0,1,joy,2,{'POUTING FACE': 1},😡
4049,4049,webb12 bishh i love breadsticks dont get it twisted  😂,0,-1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
4050,4050,all i can do now is to believe and enjoy what has come to be for me  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4051,4051,ron yeahhhh look at you  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4052,4052,10bmg100 that page is going numbers  😂,0,0,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
4053,4053,i thought i was good at writing till i got to college and they gave me that fat ahh f on my paper  😕,0,0,joy,2,{'CONFUSED FACE': 1},😕
4054,4054,ent it s so messed up  😕,0,-1,sadness,1,{'CONFUSED FACE': 1},😕
4055,4055, ikea now deliver can order online just fyi  😜,1,0,joy,2,{'winking face with tongue': 1},😜
4056,4056,wwe so raw now has 11 women amp smackdown still only has 6  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
4057,4057,accurate at literally any gas station outside of fill good in waxhaw  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4058,4058,and i dont need to carry all the things ive done wrong  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
4059,4059,brooke bit a nerve when she bit my damn leg done been to the er 3 times amp got 3 shots shit hurt so bad when i move my leg  😖😡,0,0,sadness,1,"{'CONFOUNDED FACE': 1, 'POUTING FACE': 1}",😖😡
4060,4060, beautiful  ❤😍,0,-1,joy,2,"{'red heart': 2, 'smiling face with heart-eyes': 2}",❤😍
4061,4061,amanda just told me she hated bear in the big blue house and i don t think i ve been more disappointed in her  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
4062,4062, notice i refrained from calling you stupid  😜,1,0,sadness,1,{'winking face with tongue': 1},😜
4063,4063, my3kids i know can you even imagine and they re all still there ugh  😡,0,-1,fear,5,{'POUTING FACE': 1},😡
4064,4064,100 wouldve enjoyed that kalisto fail then survivorseries 😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4065,4065, i know like i remember even a few months ago it was still 24  😡,0,1,joy,2,{'POUTING FACE': 1},😡
4066,4066, wont save the elephants that were killed  😕,0,-1,anger,4,{'CONFUSED FACE': 1},😕
4067,4067,absolutely loving watching tonight hilarious as always well done for not shying away from your issues  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4068,4068,4middleschool every time i see this i have to tag you  😂,0,1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4069,4069, i see this amp think why doesnt goku use instant transmissionid rather not nice picture i m sure i could make this wildly inappropriate 😕,0,1,joy,2,{'CONFUSED FACE': 2},😕
4070,4070, record ur mom if she goes with you she s the best 😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
4071,4071, dont put it in too early  😜,1,0,anger,4,{'winking face with tongue': 1},😜
4072,4072,why do all my chargers fuck up  😡,0,-1,anger,4,{'POUTING FACE': 1},😡
4073,4073,1dig he told ha when to snap tho  😭,0,0,anger,4,{'LOUDLY CRYING FACE': 1},😭
4074,4074, oh well i dont know what say about that maybe wait and see  😕,0,0,fear,5,{'CONFUSED FACE': 1},😕
4075,4075,bubba freaking broke our tv  😡,0,-1,sadness,1,{'POUTING FACE': 1},😡
4076,4076,and i got some cute ass pins on my lanyard  😭,0,-1,joy,2,{'LOUDLY CRYING FACE': 1},😭
4077,4077, twt thank u so much ms carly i really appreciate that your an angel  😢😍❤,0,0,joy,2,"{'CRYING FACE': 1, 'smiling face with heart-eyes': 1, 'red heart': 1}",😢😍❤
4078,4078, i m taking it back tomorrow only wanted to wear it once  😂,0,-1,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4079,4079,21prettypilots thank you civilian voter  😭,0,1,joy,2,{'LOUDLY CRYING FACE': 1},😭
4080,4080,all i ve been doing at home is netflixing and eating perfect break  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 1},😂
4081,4081,im so ready for the weekend  😜,1,0,joy,2,{'winking face with tongue': 1},😜
4082,4082,goodmorning beautiful with color blonde hair ingat sa lakad mo today ate iloveyou always  😍🙏❤,0,0,joy,2,"{'smiling face with heart-eyes': 1, 'folded hands': 1, 'red heart': 1}",😍🙏❤
4083,4083, difference between the real and the er nor so real  😂,0,0,joy,2,{'FACE WITH TEARS OF JOY': 3},😂
4084,4084, me and my family are going over to my grandmas house  😜,1,1,joy,2,{'winking face with tongue': 1},😜
4085,4085,i could be a youtube sensation too but my face an shit  😜,1,1,joy,2,{'winking face with tongue': 1},😜
4086,4086,amp niggas love to let em y all kill me  😭,0,1,anger,4,{'LOUDLY CRYING FACE': 1},😭
4087,4087,all my friends today minus the 30 year old part  😂,0,1,sadness,1,{'FACE WITH TEARS OF JOY': 1},😂
4088,4088,6reddevil6 yessssssss you definitely will just gotta focus and sleep  😜,1,0,joy,2,{'winking face with tongue': 1},😜
4089,4089, what did they decide  😜,1,-1,anger,4,{'winking face with tongue': 1},😜
4090,4090, mygot i love them so much  😭,0,1,love,3,{'LOUDLY CRYING FACE': 1},😭
4091,4091,mini i can t its gon throw me 😭,0,-1,fear,5,{'LOUDLY CRYING FACE': 1},😭
4092,4092,2 minutes into the eredcarpet amp jelena was already mentioned amas 😂,0,-1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
4093,4093,6viperz tell him to give me his address so a can order him a pizza cause thats a fuckin shame  😂,0,1,anger,4,{'FACE WITH TEARS OF JOY': 1},😂
4094,4094,when your day goes from really good to now i m pissed  😡,0,1,anger,4,{'POUTING FACE': 1},😡
4095,4095, leah how dare u  😡,0,0,anger,4,{'POUTING FACE': 1},😡
4096,4096,i want siomai and boba  😕,0,-1,joy,2,{'CONFUSED FACE': 1},😕
4097,4097,america high key trash for things like this  😕,0,0,anger,4,{'CONFUSED FACE': 1},😕
